,LSOA11CD
213608,S01010081
213609,S01010182
213610,S01010182
213611,S01010193
213612,S01009932
213613,S01009915
213614,S01009914
213615,S01009915
213616,S01009915
213617,S01009915
213618,S01009915
213619,S01009912
213620,S01009879
213621,S01009913
213622,S01009879
213623,S01009914
213624,S01009914
213625,S01009874
213626,S01009874
213627,S01009874
213628,S01009874
213629,S01009873
213630,S01009880
213631,S01009879
213632,S01009879
213633,S01009877
213634,S01009877
213635,S01009877
213636,S01009877
213637,S01010014
213638,S01009954
213639,S01009954
213640,S01009953
213641,S01009952
213642,S01009955
213643,S01009957
213644,S01009957
213645,S01009951
213646,S01009956
213647,S01009951
213648,S01009959
213649,S01009960
213650,S01009959
213651,S01009962
213652,S01010108
213653,S01010245
213654,S01010188
213655,S01010216
213656,S01010130
213657,S01009967
213658,S01010503
213659,S01009922
213660,S01009897
213661,S01010244
213662,S01010503
213663,S01010130
213664,S01010216
213665,S01009914
213666,S01010002
213667,S01009966
213668,S01010244
213669,S01010500
213670,S01010130
213671,S01010217
213672,S01010121
213673,S01009929
213674,S01009999
213675,S01010256
213676,S01010209
213677,S01010125
213678,S01009957
213679,S01010125
213680,S01009999
213681,S01010256
213682,S01009950
213683,S01010216
213684,S01010128
213685,S01010000
213686,S01010256
213687,S01009960
213688,S01010185
213689,S01010129
213690,S01009967
213691,S01010255
213692,S01009963
213693,S01009995
213694,S01009995
213695,S01009761
213696,S01009830
213697,S01009807
213698,S01010093
213699,S01010088
213700,S01010191
213701,S01010473
213702,S01010487
213703,S01010334
213704,S01010343
213705,S01010247
213706,S01010146
213707,S01010066
213708,S01010076
213709,S01010115
213710,S01010170
213711,S01009897
213712,S01009949
213713,S01009961
213714,S01009962
213715,S01010004
213716,S01010012
213717,S01009968
213718,S01009971
213719,S01009846
213720,S01009846
213721,S01009834
213722,S01009802
213723,S01010094
213724,S01010095
213725,S01010093
213726,S01010485
213727,S01009766
213728,S01009796
213729,S01010438
213730,S01010225
213731,S01010203
213732,S01010310
213733,S01010333
213734,S01010064
213735,S01010256
213736,S01010202
213737,S01010010
213738,S01010256
213739,S01010212
213740,S01010212
213741,S01010212
213742,S01010129
213743,S01010212
213744,S01009989
213745,S01010120
213746,S01010211
213747,S01010253
213748,S01009968
213749,S01010211
213750,S01010243
213751,S01010120
213752,S01009990
213753,S01010204
213754,S01010213
213755,S01010204
213756,S01010207
213757,S01010207
213758,S01010313
213759,S01010313
213760,S01010312
213761,S01010311
213762,S01010224
213763,S01010224
213764,S01010224
213765,S01010323
213766,S01010224
213767,S01010326
213768,S01010326
213769,S01010326
213770,S01010328
213771,S01010218
213772,S01010218
213773,S01010215
213774,S01010215
213775,S01010215
213776,S01010215
213777,S01010324
213778,S01010333
213779,S01010330
213780,S01010330
213781,S01010338
213782,S01010344
213783,S01010344
213784,S01010336
213785,S01010338
213786,S01010336
213787,S01010336
213788,S01010349
213789,S01010349
213790,S01009990
213791,S01010120
213792,S01010246
213793,S01009994
213794,S01010241
213795,S01010120
213796,S01009993
213797,S01010050
213798,S01010166
213799,S01009993
213800,S01010050
213801,S01010171
213802,S01009995
213803,S01010052
213804,S01010171
213805,S01010171
213806,S01010167
213807,S01010169
213808,S01010167
213809,S01010171
213810,S01010121
213811,S01010110
213812,S01010112
213813,S01010112
213814,S01010110
213815,S01010117
213816,S01010113
213817,S01010113
213818,S01010114
213819,S01010107
213820,S01010106
213821,S01010106
213822,S01010108
213823,S01010111
213824,S01010111
213825,S01010110
213826,S01010046
213827,S01010044
213828,S01010043
213829,S01010055
213830,S01010038
213831,S01010054
213832,S01010047
213833,S01010043
213834,S01009874
213835,S01009874
213836,S01009874
213837,S01009874
213838,S01009871
213839,S01009997
213840,S01009996
213841,S01009971
213842,S01009871
213843,S01009832
213844,S01009831
213845,S01009821
213846,S01009816
213847,S01009772
213848,S01009772
213849,S01009793
213850,S01010090
213851,S01010500
213852,S01010348
213853,S01010343
213854,S01010188
213855,S01009763
213856,S01009880
213857,S01010088
213858,S01010051
213859,S01010091
213860,S01009763
213861,S01009761
213862,S01009793
213863,S01010096
213864,S01010101
213865,S01010322
213866,S01010460
213867,S01010365
213868,S01010410
213869,S01010411
213870,S01010214
213871,S01010229
213872,S01010079
213873,S01010082
213874,S01010068
213875,S01010067
213876,S01010051
213877,S01010060
213878,S01010060
213879,S01010059
213880,S01010056
213881,S01010049
213882,S01010150
213883,S01010151
213884,S01010151
213885,S01010062
213886,S01010141
213887,S01010141
213888,S01010147
213889,S01010147
213890,S01010146
213891,S01010146
213892,S01010063
213893,S01010063
213894,S01010139
213895,S01010164
213896,S01010172
213897,S01010153
213898,S01010157
213899,S01010163
213900,S01010178
213901,S01010177
213902,S01010177
213903,S01010162
213904,S01010162
213905,S01010162
213906,S01010165
213907,S01010102
213908,S01010103
213909,S01009984
213910,S01010272
213911,S01010503
213912,S01010278
213913,S01010277
213914,S01010369
213915,S01010277
213916,S01010277
213917,S01010302
213918,S01010304
213919,S01010262
213920,S01010262
213921,S01010262
213922,S01010257
213923,S01010270
213924,S01010270
213925,S01010270
213926,S01010023
213927,S01010023
213928,S01010029
213929,S01010029
213930,S01010026
213931,S01010025
213932,S01010386
213933,S01010415
213934,S01010394
213935,S01010481
213936,S01010481
213937,S01010478
213938,S01010478
213939,S01010479
213940,S01010479
213941,S01010447
213942,S01010447
213943,S01010428
213944,S01010423
213945,S01010439
213946,S01010455
213947,S01010455
213948,S01010489
213949,S01010489
213950,S01010496
213951,S01010498
213952,S01010493
213953,S01010493
213954,S01010491
213955,S01010491
213956,S01010495
213957,S01010314
213958,S01010314
213959,S01010316
213960,S01010361
213961,S01010361
213962,S01010361
213963,S01010359
213964,S01010359
213965,S01010359
213966,S01010360
213967,S01010360
213968,S01010318
213969,S01010326
213970,S01010347
213971,S01010347
213972,S01010355
213973,S01010355
213974,S01010357
213975,S01010357
213976,S01010353
213977,S01010353
213978,S01010353
213979,S01010354
213980,S01010221
213981,S01010219
213982,S01010222
213983,S01010218
213984,S01010218
213985,S01010231
213986,S01010230
213987,S01010232
213988,S01010233
213989,S01010229
213990,S01010229
213991,S01010229
213992,S01010228
213993,S01010228
213994,S01010202
213995,S01010184
213996,S01010202
213997,S01010202
213998,S01010217
213999,S01010217
214000,S01009834
214001,S01009834
214002,S01010394
214003,S01009896
214004,S01010323
214005,S01010436
214006,S01010246
214007,S01009983
214008,S01010361
214009,S01009834
214010,S01009837
214011,S01009839
214012,S01009838
214013,S01009839
214014,S01009839
214015,S01009839
214016,S01009854
214017,S01009854
214018,S01009851
214019,S01009828
214020,S01009828
214021,S01009828
214022,S01009829
214023,S01009811
214024,S01009789
214025,S01009786
214026,S01009786
214027,S01009789
214028,S01009803
214029,S01009784
214030,S01009785
214031,S01009768
214032,S01009776
214033,S01009786
214034,S01010086
214035,S01010425
214036,S01010442
214037,S01010496
214038,S01010493
214039,S01010491
214040,S01010490
214041,S01010495
214042,S01010495
214043,S01010495
214044,S01010494
214045,S01010503
214046,S01010500
214047,S01010357
214048,S01010217
214049,S01010313
214050,S01010313
214051,S01010311
214052,S01010323
214053,S01010218
214054,S01010338
214055,S01010244
214056,S01010245
214057,S01010259
214058,S01010491
214059,S01009985
214060,S01010050
214061,S01010353
214062,S01010033
214063,S01010018
214064,S01010488
214065,S01010323
214066,S01010018
214067,S01010178
214068,S01010490
214069,S01010270
214070,S01010351
214071,S01010231
214072,S01009985
214073,S01010209
214074,S01010488
214075,S01009985
214076,S01010297
214077,S01010177
214078,S01010350
214079,S01010019
214080,S01010209
214081,S01010018
214082,S01010297
214083,S01010499
214084,S01010350
214085,S01009985
214086,S01010161
214087,S01010209
214088,S01010019
214089,S01010023
214090,S01010023
214091,S01010023
214092,S01010028
214093,S01010034
214094,S01010026
214095,S01010024
214096,S01010027
214097,S01010024
214098,S01010028
214099,S01010415
214100,S01010415
214101,S01010469
214102,S01010457
214103,S01010451
214104,S01010451
214105,S01010451
214106,S01010458
214107,S01010440
214108,S01010440
214109,S01010423
214110,S01010439
214111,S01010437
214112,S01010455
214113,S01010491
214114,S01010488
214115,S01010499
214116,S01010499
214117,S01010495
214118,S01010491
214119,S01010300
214120,S01010314
214121,S01010358
214122,S01010359
214123,S01010362
214124,S01010353
214125,S01010215
214126,S01010229
214127,S01010228
214128,S01010228
214129,S01010228
214130,S01010216
214131,S01010216
214132,S01010208
214133,S01010204
214134,S01009942
214135,S01010161
214136,S01010493
214137,S01009898
214138,S01010209
214139,S01009942
214140,S01009935
214141,S01010491
214142,S01010340
214143,S01010162
214144,S01010211
214145,S01010495
214146,S01009948
214147,S01010254
214148,S01010165
214149,S01010211
214150,S01009942
214151,S01010212
214152,S01010494
214153,S01010121
214154,S01009971
214155,S01009942
214156,S01010212
214157,S01010255
214158,S01010312
214159,S01010304
214160,S01010129
214161,S01009971
214162,S01009843
214163,S01010312
214164,S01009970
214165,S01010107
214166,S01009847
214167,S01010245
214168,S01010344
214169,S01009974
214170,S01010360
214171,S01009974
214172,S01010111
214173,S01010245
214174,S01009828
214175,S01010359
214176,S01010344
214177,S01009977
214178,S01010110
214179,S01010245
214180,S01009812
214181,S01010316
214182,S01010315
214183,S01010356
214184,S01010355
214185,S01010354
214186,S01010221
214187,S01010231
214188,S01010229
214189,S01010204
214190,S01010204
214191,S01010309
214192,S01010309
214193,S01010310
214194,S01010323
214195,S01010326
214196,S01010215
214197,S01010333
214198,S01010333
214199,S01010338
214200,S01010339
214201,S01010350
214202,S01010340
214203,S01010340
214204,S01010340
214205,S01010245
214206,S01010256
214207,S01010256
214208,S01010253
214209,S01010253
214210,S01010242
214211,S01010246
214212,S01010242
214213,S01010242
214214,S01010246
214215,S01010239
214216,S01010239
214217,S01010241
214218,S01009764
214219,S01010344
214220,S01010047
214221,S01009974
214222,S01009765
214223,S01010344
214224,S01010047
214225,S01010046
214226,S01010060
214227,S01010045
214228,S01010336
214229,S01010057
214230,S01010022
214231,S01010223
214232,S01009975
214233,S01010336
214234,S01010022
214235,S01010141
214236,S01010028
214237,S01010027
214238,S01009979
214239,S01010336
214240,S01009987
214241,S01009977
214242,S01010029
214243,S01010141
214244,S01010336
214245,S01009987
214246,S01009977
214247,S01009896
214248,S01010147
214249,S01010050
214250,S01009987
214251,S01009988
214252,S01009988
214253,S01009986
214254,S01009980
214255,S01009981
214256,S01009979
214257,S01009982
214258,S01009981
214259,S01009981
214260,S01009981
214261,S01009940
214262,S01009940
214263,S01009940
214264,S01009940
214265,S01009943
214266,S01009943
214267,S01009943
214268,S01009943
214269,S01009864
214270,S01009862
214271,S01009861
214272,S01009859
214273,S01009859
214274,S01009843
214275,S01009841
214276,S01009843
214277,S01009844
214278,S01009860
214279,S01010146
214280,S01010050
214281,S01010147
214282,S01010145
214283,S01010138
214284,S01010138
214285,S01009862
214286,S01010138
214287,S01010138
214288,S01010138
214289,S01010138
214290,S01010138
214291,S01010162
214292,S01010129
214293,S01010047
214294,S01010047
214295,S01009897
214296,S01010019
214297,S01009938
214298,S01009933
214299,S01009970
214300,S01009970
214301,S01009939
214302,S01009813
214303,S01010027
214304,S01009813
214305,S01009810
214306,S01009810
214307,S01009810
214308,S01009810
214309,S01009786
214310,S01010272
214311,S01010047
214312,S01010047
214313,S01010138
214314,S01010030
214315,S01010134
214316,S01010019
214317,S01010181
214318,S01009974
214319,S01010178
214320,S01010079
214321,S01009975
214322,S01010131
214323,S01010079
214324,S01009950
214325,S01009965
214326,S01009797
214327,S01009797
214328,S01010087
214329,S01009969
214330,S01009818
214331,S01010101
214332,S01010100
214333,S01010297
214334,S01010262
214335,S01010270
214336,S01010034
214337,S01010471
214338,S01010478
214339,S01010453
214340,S01010447
214341,S01010447
214342,S01010436
214343,S01010430
214344,S01010423
214345,S01010424
214346,S01010424
214347,S01010426
214348,S01010436
214349,S01010436
214350,S01010436
214351,S01010156
214352,S01009975
214353,S01010118
214354,S01009977
214355,S01010118
214356,S01010128
214357,S01010055
214358,S01010053
214359,S01010045
214360,S01010045
214361,S01010046
214362,S01010034
214363,S01009871
214364,S01010019
214365,S01010019
214366,S01010018
214367,S01010021
214368,S01010021
214369,S01009945
214370,S01009935
214371,S01009936
214372,S01009976
214373,S01009976
214374,S01009987
214375,S01009989
214376,S01009986
214377,S01009984
214378,S01009983
214379,S01009977
214380,S01009977
214381,S01009992
214382,S01009992
214383,S01009975
214384,S01009978
214385,S01009982
214386,S01009939
214387,S01009859
214388,S01009860
214389,S01009844
214390,S01009835
214391,S01009815
214392,S01009768
214393,S01009764
214394,S01009776
214395,S01010394
214396,S01010394
214397,S01010455
214398,S01010455
214399,S01010361
214400,S01010162
214401,S01010212
214402,S01010129
214403,S01010128
214404,S01009760
214405,S01010229
214406,S01010341
214407,S01010128
214408,S01010228
214409,S01010422
214410,S01010162
214411,S01009760
214412,S01010348
214413,S01010019
214414,S01010228
214415,S01009933
214416,S01010424
214417,S01010123
214418,S01009759
214419,S01010055
214420,S01010213
214421,S01009859
214422,S01010425
214423,S01010121
214424,S01009759
214425,S01010244
214426,S01010256
214427,S01010255
214428,S01010256
214429,S01010253
214430,S01010253
214431,S01010252
214432,S01010248
214433,S01010237
214434,S01010240
214435,S01010240
214436,S01010240
214437,S01010241
214438,S01010068
214439,S01010050
214440,S01010060
214441,S01010057
214442,S01010150
214443,S01010148
214444,S01010148
214445,S01010154
214446,S01010151
214447,S01010158
214448,S01010143
214449,S01010142
214450,S01010147
214451,S01010144
214452,S01010064
214453,S01010065
214454,S01010063
214455,S01010061
214456,S01010137
214457,S01010139
214458,S01010137
214459,S01010137
214460,S01010137
214461,S01010137
214462,S01010140
214463,S01010134
214464,S01010134
214465,S01010183
214466,S01010152
214467,S01010152
214468,S01010152
214469,S01010172
214470,S01010172
214471,S01010172
214472,S01010277
214473,S01010239
214474,S01010024
214475,S01010196
214476,S01010432
214477,S01010239
214478,S01009760
214479,S01010125
214480,S01010394
214481,S01010469
214482,S01010451
214483,S01010458
214484,S01010426
214485,S01010442
214486,S01010439
214487,S01010439
214488,S01010439
214489,S01010501
214490,S01010320
214491,S01010352
214492,S01010352
214493,S01010310
214494,S01010311
214495,S01010340
214496,S01010238
214497,S01010262
214498,S01010060
214499,S01010060
214500,S01010060
214501,S01010052
214502,S01010144
214503,S01010139
214504,S01010141
214505,S01010140
214506,S01010147
214507,S01010064
214508,S01010160
214509,S01010160
214510,S01010123
214511,S01010123
214512,S01010047
214513,S01009987
214514,S01009983
214515,S01009984
214516,S01009759
214517,S01009873
214518,S01009847
214519,S01009825
214520,S01009802
214521,S01010089
214522,S01010278
214523,S01010200
214524,S01010129
214525,S01010202
214526,S01010050
214527,S01010432
214528,S01009759
214529,S01010170
214530,S01010225
214531,S01010052
214532,S01010432
214533,S01010210
214534,S01010034
214535,S01009759
214536,S01010432
214537,S01010052
214538,S01010210
214539,S01010034
214540,S01010170
214541,S01009943
214542,S01010432
214543,S01010211
214544,S01010213
214545,S01010213
214546,S01010213
214547,S01010211
214548,S01010213
214549,S01010211
214550,S01010204
214551,S01010205
214552,S01010205
214553,S01010205
214554,S01010205
214555,S01010204
214556,S01010309
214557,S01010309
214558,S01010311
214559,S01010311
214560,S01010218
214561,S01010215
214562,S01010324
214563,S01010325
214564,S01010331
214565,S01010331
214566,S01010325
214567,S01010331
214568,S01010331
214569,S01010333
214570,S01010333
214571,S01010333
214572,S01010350
214573,S01010350
214574,S01010350
214575,S01010349
214576,S01010349
214577,S01010347
214578,S01010348
214579,S01010348
214580,S01010348
214581,S01010348
214582,S01010035
214583,S01010441
214584,S01010051
214585,S01009861
214586,S01010022
214587,S01010441
214588,S01010050
214589,S01010051
214590,S01010051
214591,S01010112
214592,S01010067
214593,S01010455
214594,S01010066
214595,S01010110
214596,S01010029
214597,S01009861
214598,S01010455
214599,S01010058
214600,S01010113
214601,S01010029
214602,S01009861
214603,S01010029
214604,S01010455
214605,S01010114
214606,S01009860
214607,S01010049
214608,S01010391
214609,S01010455
214610,S01010114
214611,S01010489
214612,S01010060
214613,S01009862
214614,S01010107
214615,S01010388
214616,S01010489
214617,S01010056
214618,S01009841
214619,S01010387
214620,S01009842
214621,S01010056
214622,S01010395
214623,S01010489
214624,S01009841
214625,S01009844
214626,S01010107
214627,S01010415
214628,S01009844
214629,S01010488
214630,S01010049
214631,S01010105
214632,S01010394
214633,S01009835
214634,S01010496
214635,S01010049
214636,S01010111
214637,S01010110
214638,S01010044
214639,S01010044
214640,S01010042
214641,S01010055
214642,S01010037
214643,S01010038
214644,S01010038
214645,S01010037
214646,S01010038
214647,S01010048
214648,S01010048
214649,S01010053
214650,S01009895
214651,S01009892
214652,S01010033
214653,S01009894
214654,S01010016
214655,S01010017
214656,S01009896
214657,S01009945
214658,S01009971
214659,S01009970
214660,S01009970
214661,S01009970
214662,S01009978
214663,S01009762
214664,S01009762
214665,S01009762
214666,S01009762
214667,S01009762
214668,S01009762
214669,S01009762
214670,S01009760
214671,S01010049
214672,S01010494
214673,S01010052
214674,S01010148
214675,S01010503
214676,S01010148
214677,S01010503
214678,S01009847
214679,S01010372
214680,S01009839
214681,S01010150
214682,S01010395
214683,S01010298
214684,S01010151
214685,S01010379
214686,S01009839
214687,S01010305
214688,S01010132
214689,S01010397
214690,S01009839
214691,S01010408
214692,S01010305
214693,S01009813
214694,S01010159
214695,S01010472
214696,S01010314
214697,S01009777
214698,S01010134
214699,S01010318
214700,S01010132
214701,S01009780
214702,S01010473
214703,S01010358
214704,S01010132
214705,S01009768
214706,S01010414
214707,S01010358
214708,S01009779
214709,S01010063
214710,S01010477
214711,S01010362
214712,S01010323
214713,S01010326
214714,S01010245
214715,S01010246
214716,S01010050
214717,S01010148
214718,S01010181
214719,S01010123
214720,S01010125
214721,S01010114
214722,S01010048
214723,S01010044
214724,S01010022
214725,S01010028
214726,S01010023
214727,S01009984
214728,S01009839
214729,S01009839
214730,S01009775
214731,S01010432
214732,S01010353
214733,S01010234
214734,S01010476
214735,S01010481
214736,S01010362
214737,S01010483
214738,S01010483
214739,S01010358
214740,S01010483
214741,S01010362
214742,S01010478
214743,S01010358
214744,S01010062
214745,S01010478
214746,S01010358
214747,S01010141
214748,S01010141
214749,S01010142
214750,S01010147
214751,S01010147
214752,S01010146
214753,S01010146
214754,S01010144
214755,S01010144
214756,S01010144
214757,S01010065
214758,S01010065
214759,S01010067
214760,S01010066
214761,S01010059
214762,S01010063
214763,S01010063
214764,S01010063
214765,S01010126
214766,S01010478
214767,S01010454
214768,S01010359
214769,S01010470
214770,S01010321
214771,S01010477
214772,S01010329
214773,S01010477
214774,S01010315
214775,S01010458
214776,S01010329
214777,S01010449
214778,S01010329
214779,S01010449
214780,S01010357
214781,S01010449
214782,S01010357
214783,S01010355
214784,S01010354
214785,S01010352
214786,S01010352
214787,S01010222
214788,S01010223
214789,S01010449
214790,S01010450
214791,S01010450
214792,S01010447
214793,S01010434
214794,S01010432
214795,S01010430
214796,S01010430
214797,S01010430
214798,S01010428
214799,S01010423
214800,S01009812
214801,S01009814
214802,S01009810
214803,S01009815
214804,S01009815
214805,S01009806
214806,S01009807
214807,S01009808
214808,S01009807
214809,S01009807
214810,S01009807
214811,S01009807
214812,S01009809
214813,S01009943
214814,S01009840
214815,S01009894
214816,S01010002
214817,S01009808
214818,S01009786
214819,S01009791
214820,S01009802
214821,S01009788
214822,S01009787
214823,S01009768
214824,S01010209
214825,S01010093
214826,S01010093
214827,S01010089
214828,S01010092
214829,S01010092
214830,S01010090
214831,S01010425
214832,S01010442
214833,S01010455
214834,S01010498
214835,S01010490
214836,S01010356
214837,S01010329
214838,S01010208
214839,S01010218
214840,S01010229
214841,S01010309
214842,S01010313
214843,S01010348
214844,S01010148
214845,S01010136
214846,S01010162
214847,S01010124
214848,S01010167
214849,S01010107
214850,S01010037
214851,S01010022
214852,S01010023
214853,S01009949
214854,S01010198
214855,S01010172
214856,S01010005
214857,S01009942
214858,S01010225
214859,S01009861
214860,S01009894
214861,S01010172
214862,S01010005
214863,S01010006
214864,S01010005
214865,S01009833
214866,S01010208
214867,S01010005
214868,S01010006
214869,S01010176
214870,S01009847
214871,S01010387
214872,S01010348
214873,S01010005
214874,S01010008
214875,S01010012
214876,S01010002
214877,S01010000
214878,S01010002
214879,S01010000
214880,S01010001
214881,S01010001
214882,S01010001
214883,S01010010
214884,S01009989
214885,S01009990
214886,S01009989
214887,S01009990
214888,S01009991
214889,S01009991
214890,S01009873
214891,S01009991
214892,S01009996
214893,S01009991
214894,S01009996
214895,S01009996
214896,S01009990
214897,S01009994
214898,S01009993
214899,S01009993
214900,S01009994
214901,S01009997
214902,S01009997
214903,S01009970
214904,S01009976
214905,S01009988
214906,S01009986
214907,S01009986
214908,S01009992
214909,S01009992
214910,S01009982
214911,S01009762
214912,S01009759
214913,S01009940
214914,S01009940
214915,S01009940
214916,S01009943
214917,S01009943
214918,S01009942
214919,S01010415
214920,S01009816
214921,S01010006
214922,S01009809
214923,S01009815
214924,S01010254
214925,S01010176
214926,S01009904
214927,S01009873
214928,S01009793
214929,S01010254
214930,S01009809
214931,S01010014
214932,S01009866
214933,S01010415
214934,S01010175
214935,S01010254
214936,S01010153
214937,S01009809
214938,S01010013
214939,S01009866
214940,S01010091
214941,S01010242
214942,S01010153
214943,S01009802
214944,S01010020
214945,S01010020
214946,S01010020
214947,S01010017
214948,S01010017
214949,S01010020
214950,S01010018
214951,S01010018
214952,S01010018
214953,S01010017
214954,S01010019
214955,S01010021
214956,S01009945
214957,S01009945
214958,S01009945
214959,S01009945
214960,S01009946
214961,S01009945
214962,S01009938
214963,S01009938
214964,S01009938
214965,S01009938
214966,S01009938
214967,S01009935
214968,S01009935
214969,S01009935
214970,S01009944
214971,S01009944
214972,S01009944
214973,S01009947
214974,S01009944
214975,S01009948
214976,S01009949
214977,S01009949
214978,S01009956
