,LSOA11CD
216351,S01010380
216352,S01010391
216353,S01010392
216354,S01010392
216355,S01010392
216356,S01010415
216357,S01010391
216358,S01010390
216359,S01010393
216360,S01010395
216361,S01010418
216362,S01010418
216363,S01010154
216364,S01010154
216365,S01010155
216366,S01010150
216367,S01010151
216368,S01010062
216369,S01010062
216370,S01010072
216371,S01010062
216372,S01010145
216373,S01010144
216374,S01010071
216375,S01010071
216376,S01010072
216377,S01010072
216378,S01010139
216379,S01010139
216380,S01010137
216381,S01010072
216382,S01010135
216383,S01010159
216384,S01010135
216385,S01010135
216386,S01010164
216387,S01010135
216388,S01010134
216389,S01010159
216390,S01010136
216391,S01010185
216392,S01010183
216393,S01010184
216394,S01010183
216395,S01010152
216396,S01010152
216397,S01010176
216398,S01010173
216399,S01010175
216400,S01010418
216401,S01010394
216402,S01010395
216403,S01010390
216404,S01010393
216405,S01010398
216406,S01010398
216407,S01010398
216408,S01010418
216409,S01010418
216410,S01010418
216411,S01010418
216412,S01010418
216413,S01010419
216414,S01010419
216415,S01010417
216416,S01010416
216417,S01010416
216418,S01010371
216419,S01010371
216420,S01010371
216421,S01010401
216422,S01010401
216423,S01010401
216424,S01010374
216425,S01010374
216426,S01010374
216427,S01010374
216428,S01010406
216429,S01010406
216430,S01010407
216431,S01010407
216432,S01010405
216433,S01010406
216434,S01010406
216435,S01010405
216436,S01010405
216437,S01010404
216438,S01010404
216439,S01010404
216440,S01010404
216441,S01010404
216442,S01010374
216443,S01010401
216444,S01010403
216445,S01010403
216446,S01010403
216447,S01010403
216448,S01010402
216449,S01010403
216450,S01010402
216451,S01009991
216452,S01009910
216453,S01009900
216454,S01009921
216455,S01009921
216456,S01009920
216457,S01009920
216458,S01009921
216459,S01009921
216460,S01009920
216461,S01009920
216462,S01009920
216463,S01009920
216464,S01009920
216465,S01009920
216466,S01009921
216467,S01009921
216468,S01009921
216469,S01009911
216470,S01009911
216471,S01009911
216472,S01009908
216473,S01009908
216474,S01009908
216475,S01009908
216476,S01009881
216477,S01009884
216478,S01009883
216479,S01009885
216480,S01009908
216481,S01009927
216482,S01009932
216483,S01010469
216484,S01010402
216485,S01009991
216486,S01009997
216487,S01009900
216488,S01009932
216489,S01009932
216490,S01009932
216491,S01009931
216492,S01009931
216493,S01009931
216494,S01009927
216495,S01009931
216496,S01009931
216497,S01009928
216498,S01009929
216499,S01009928
216500,S01009928
216501,S01009928
216502,S01009931
216503,S01009931
216504,S01009928
216505,S01009923
216506,S01009923
216507,S01009924
216508,S01009923
216509,S01010400
216510,S01010402
216511,S01010041
216512,S01010402
216513,S01010399
216514,S01010041
216515,S01010403
216516,S01009900
216517,S01009995
216518,S01010295
216519,S01010399
216520,S01009930
216521,S01009864
216522,S01010276
216523,S01009930
216524,S01010414
216525,S01010412
216526,S01010469
216527,S01009900
216528,S01009873
216529,S01010276
216530,S01010412
216531,S01010476
216532,S01009872
216533,S01010287
216534,S01009900
216535,S01010403
216536,S01010421
216537,S01009872
216538,S01010399
216539,S01010287
216540,S01009900
216541,S01010220
216542,S01010399
216543,S01010391
216544,S01009865
216545,S01010442
216546,S01010031
216547,S01010006
216548,S01010399
216549,S01010384
216550,S01010308
216551,S01010026
216552,S01009901
216553,S01009900
216554,S01009901
216555,S01009901
216556,S01009901
216557,S01009904
216558,S01009904
216559,S01009904
216560,S01010015
216561,S01010011
216562,S01010011
216563,S01010011
216564,S01010011
216565,S01010011
216566,S01010015
216567,S01010015
216568,S01010015
216569,S01010014
216570,S01010014
216571,S01010013
216572,S01010013
216573,S01010013
216574,S01010013
216575,S01009932
216576,S01009922
216577,S01009933
216578,S01009962
216579,S01009964
216580,S01009955
216581,S01010009
216582,S01010009
216583,S01010009
216584,S01010005
216585,S01010006
216586,S01010006
216587,S01010006
216588,S01010006
216589,S01010006
216590,S01010008
216591,S01010008
216592,S01010007
216593,S01010289
216594,S01010399
216595,S01010308
216596,S01010396
216597,S01010289
216598,S01010400
216599,S01010399
216600,S01010424
216601,S01010380
216602,S01010399
216603,S01010372
216604,S01010235
216605,S01010249
216606,S01010241
216607,S01009904
216608,S01009909
216609,S01009925
216610,S01009922
216611,S01010030
216612,S01009901
216613,S01010015
216614,S01010014
216615,S01010399
216616,S01010400
216617,S01009867
216618,S01010395
216619,S01010308
216620,S01010390
216621,S01010260
216622,S01009804
216623,S01010405
216624,S01010412
216625,S01010402
216626,S01010467
216627,S01010475
216628,S01010475
216629,S01010472
216630,S01010472
216631,S01010472
216632,S01010460
216633,S01010460
216634,S01010393
216635,S01010393
216636,S01010398
216637,S01010398
216638,S01010250
216639,S01010234
216640,S01009923
216641,S01009905
216642,S01010415
216643,S01010419
216644,S01010402
216645,S01010419
216646,S01010405
216647,S01010398
216648,S01010401
216649,S01010467
216650,S01010399
216651,S01010468
216652,S01010398
216653,S01010467
216654,S01010468
216655,S01010363
216656,S01010363
216657,S01010363
216658,S01010363
216659,S01010366
216660,S01010366
216661,S01010367
216662,S01010367
216663,S01010368
216664,S01010322
216665,S01010370
216666,S01010405
216667,S01010405
216668,S01010368
216669,S01010403
216670,S01010365
216671,S01010365
216672,S01010412
216673,S01010412
216674,S01010467
216675,S01010467
216676,S01010467
216677,S01010473
216678,S01010473
216679,S01010473
216680,S01010469
216681,S01010469
216682,S01010307
216683,S01010468
216684,S01010468
216685,S01010468
216686,S01010468
216687,S01010367
216688,S01010403
216689,S01010412
216690,S01010412
216691,S01010399
216692,S01010365
216693,S01010475
216694,S01010466
216695,S01010466
216696,S01010441
216697,S01010441
216698,S01010372
216699,S01010372
216700,S01010317
216701,S01010208
216702,S01010236
216703,S01010249
216704,S01010248
216705,S01010248
216706,S01010248
216707,S01010082
216708,S01009882
216709,S01009882
216710,S01009886
216711,S01010307
216712,S01009924
216713,S01010307
216714,S01010371
216715,S01010373
216716,S01010372
216717,S01009931
216718,S01010369
216719,S01009926
216720,S01010373
216721,S01010307
216722,S01010369
216723,S01010373
216724,S01010369
216725,S01010370
216726,S01010370
216727,S01010370
216728,S01010317
216729,S01010322
216730,S01010370
216731,S01010322
216732,S01010322
216733,S01010319
216734,S01010249
216735,S01010248
216736,S01010248
216737,S01010238
216738,S01010248
216739,S01010248
216740,S01010237
216741,S01010237
216742,S01010238
216743,S01010241
216744,S01010241
216745,S01010240
216746,S01010238
216747,S01010239
216748,S01010234
216749,S01010059
216750,S01010044
216751,S01010044
216752,S01009882
216753,S01009926
216754,S01009926
216755,S01009925
216756,S01009925
216757,S01009925
216758,S01009925
216759,S01009925
216760,S01009924
216761,S01009919
216762,S01009922
216763,S01009922
216764,S01009922
216765,S01009922
216766,S01009922
216767,S01009922
216768,S01009922
216769,S01009919
216770,S01009920
216771,S01009919
216772,S01009917
216773,S01009917
216774,S01009917
216775,S01009913
216776,S01009915
216777,S01009912
216778,S01009915
216779,S01009912
216780,S01009877
216781,S01009885
216782,S01009891
216783,S01009897
216784,S01009903
216785,S01009903
216786,S01009909
216787,S01009910
216788,S01009910
216789,S01009909
216790,S01009910
216791,S01009909
216792,S01009899
216793,S01009930
216794,S01009930
216795,S01009899
216796,S01009899
216797,S01009899
216798,S01009899
216799,S01009899
216800,S01009925
216801,S01010341
216802,S01009925
216803,S01009924
216804,S01010138
216805,S01009926
216806,S01010131
216807,S01009926
216808,S01010082
216809,S01009914
216810,S01010082
216811,S01009930
216812,S01010182
216813,S01009930
216814,S01010182
216815,S01009900
216816,S01010175
216817,S01009900
216818,S01009901
216819,S01009901
216820,S01009929
216821,S01009929
216822,S01010014
216823,S01009933
216824,S01009934
216825,S01009934
216826,S01010008
216827,S01010008
216828,S01010005
216829,S01010007
216830,S01010001
216831,S01009996
216832,S01009867
216833,S01009867
216834,S01009777
216835,S01010477
216836,S01010484
216837,S01010470
216838,S01010470
216839,S01010463
216840,S01010435
216841,S01010485
216842,S01010485
216843,S01010497
216844,S01010061
216845,S01010143
216846,S01010142
216847,S01010077
216848,S01010072
216849,S01010072
216850,S01010159
216851,S01010164
216852,S01010181
216853,S01010184
216854,S01010176
216855,S01010155
216856,S01009989
216857,S01009761
216858,S01009965
216859,S01009854
216860,S01010327
216861,S01010281
216862,S01010227
216863,S01010071
216864,S01009965
216865,S01010031
216866,S01010281
216867,S01009857
216868,S01009874
216869,S01009855
216870,S01009954
216871,S01009851
216872,S01009850
216873,S01009817
216874,S01009817
216875,S01009825
216876,S01009805
216877,S01009801
216878,S01009789
216879,S01010100
216880,S01010084
216881,S01010187
216882,S01010332
216883,S01010136
216884,S01009852
216885,S01010446
216886,S01010356
216887,S01010214
216888,S01010367
216889,S01010281
216890,S01010212
216891,S01010073
216892,S01009968
216893,S01010201
216894,S01010073
216895,S01010108
216896,S01009973
216897,S01009790
216898,S01009765
216899,S01010094
216900,S01010100
216901,S01010302
216902,S01010395
216903,S01010499
216904,S01010501
216905,S01010323
216906,S01009904
216907,S01009902
216908,S01009902
216909,S01009937
216910,S01009803
216911,S01010011
216912,S01009970
216913,S01009938
216914,S01010335
216915,S01009960
216916,S01009987
216917,S01009844
216918,S01009779
216919,S01010454
216920,S01010421
216921,S01010489
216922,S01010321
216923,S01009944
216924,S01009966
216925,S01010281
216926,S01009952
216927,S01010378
216928,S01010209
216929,S01010137
216930,S01009966
216931,S01010013
216932,S01010172
216933,S01010155
216934,S01010157
216935,S01010153
216936,S01010046
216937,S01010037
216938,S01010011
216939,S01010011
216940,S01009902
216941,S01009935
216942,S01009988
216943,S01009859
216944,S01009837
216945,S01009806
216946,S01009851
216947,S01009849
216948,S01010281
216949,S01009851
216950,S01009832
216951,S01009832
216952,S01009817
216953,S01009820
216954,S01009819
216955,S01009806
216956,S01010492
216957,S01010051
216958,S01010068
216959,S01010037
216960,S01010476
216961,S01010324
216962,S01010325
216963,S01010028
216964,S01010149
216965,S01010132
216966,S01009935
216967,S01009948
216968,S01009838
216969,S01009851
216970,S01009779
216971,S01010117
216972,S01010109
216973,S01010393
216974,S01010363
216975,S01010486
216976,S01010485
216977,S01010333
216978,S01010343
216979,S01010342
216980,S01010098
216981,S01010280
216982,S01010285
216983,S01009967
216984,S01010221
216985,S01010280
216986,S01010279
216987,S01010280
216988,S01010279
216989,S01010284
216990,S01010284
216991,S01010284
216992,S01010284
216993,S01010282
216994,S01010282
216995,S01010282
216996,S01010287
216997,S01010284
216998,S01010282
216999,S01010287
217000,S01010285
217001,S01010285
217002,S01010285
217003,S01010277
217004,S01010279
217005,S01010278
217006,S01010281
217007,S01010273
217008,S01010273
217009,S01010272
217010,S01010292
217011,S01010291
217012,S01010291
217013,S01010291
217014,S01010291
217015,S01010292
217016,S01010292
217017,S01010292
217018,S01010292
217019,S01010292
217020,S01010294
217021,S01010292
217022,S01010294
217023,S01010294
217024,S01010298
217025,S01010294
217026,S01010294
217027,S01010295
217028,S01010295
217029,S01010265
217030,S01010264
217031,S01010265
217032,S01010265
217033,S01010098
217034,S01010263
217035,S01010097
217036,S01010264
217037,S01010265
217038,S01010263
217039,S01010263
217040,S01010265
217041,S01010265
217042,S01010265
217043,S01010265
217044,S01010039
217045,S01010039
217046,S01010039
217047,S01010267
217048,S01010267
217049,S01010290
217050,S01010290
217051,S01010293
217052,S01009998
217053,S01010293
217054,S01010296
217055,S01010268
217056,S01010297
217057,S01010300
217058,S01010266
217059,S01010268
217060,S01010268
217061,S01010271
217062,S01010271
217063,S01010269
217064,S01010269
217065,S01010287
217066,S01010287
217067,S01010287
217068,S01010288
217069,S01010288
217070,S01010288
217071,S01010288
217072,S01010288
217073,S01010288
217074,S01010288
217075,S01010280
217076,S01010281
217077,S01010149
217078,S01010097
217079,S01009758
217080,S01010098
217081,S01009758
217082,S01010098
217083,S01009761
217084,S01010095
217085,S01009818
217086,S01010099
217087,S01009819
217088,S01009797
217089,S01009805
217090,S01010101
217091,S01010089
217092,S01010187
217093,S01010187
217094,S01009969
217095,S01009972
217096,S01010210
217097,S01009796
217098,S01010096
217099,S01010182
217100,S01010420
217101,S01009758
217102,S01009836
217103,S01010486
217104,S01010070
217105,S01010070
217106,S01010073
217107,S01010073
217108,S01010080
217109,S01010082
217110,S01010080
217111,S01010140
217112,S01010097
217113,S01010081
217114,S01010174
217115,S01009963
217116,S01009963
217117,S01010003
217118,S01010063
217119,S01010099
217120,S01010099
217121,S01010095
217122,S01010095
217123,S01010093
217124,S01010087
217125,S01010087
217126,S01010087
217127,S01010085
217128,S01010085
217129,S01010090
217130,S01010343
217131,S01009766
217132,S01010099
217133,S01010366
217134,S01010073
217135,S01009794
217136,S01009794
217137,S01010100
217138,S01010164
217139,S01010100
217140,S01010189
217141,S01010022
217142,S01010315
217143,S01010224
217144,S01010068
217145,S01010068
217146,S01010247
217147,S01010180
217148,S01010125
217149,S01010040
217150,S01009871
217151,S01009953
217152,S01009842
217153,S01009834
217154,S01009825
217155,S01010055
217156,S01009984
217157,S01010154
217158,S01010174
217159,S01010153
217160,S01010122
217161,S01010109
217162,S01010044
217163,S01009936
217164,S01009955
217165,S01009980
217166,S01009979
217167,S01009837
217168,S01009808
217169,S01010499
217170,S01010228
217171,S01010159
217172,S01009799
217173,S01009804
217174,S01010025
217175,S01010476
217176,S01010155
217177,S01010059
217178,S01009765
217179,S01010270
217180,S01010029
217181,S01010396
217182,S01010401
217183,S01010476
217184,S01010456
217185,S01010459
217186,S01010428
217187,S01010305
217188,S01010314
217189,S01010210
217190,S01010200
217191,S01010213
217192,S01010215
217193,S01010325
217194,S01010331
217195,S01010349
217196,S01010247
217197,S01010154
217198,S01010151
217199,S01010063
217200,S01010295
217201,S01010295
217202,S01010276
217203,S01010275
217204,S01010297
217205,S01010297
217206,S01010258
217207,S01010039
217208,S01010039
217209,S01010257
217210,S01010260
217211,S01010261
217212,S01010259
217213,S01009887
217214,S01010262
217215,S01010261
217216,S01010385
217217,S01010385
217218,S01010385
217219,S01010385
217220,S01010382
217221,S01010382
217222,S01010382
217223,S01010380
217224,S01010382
217225,S01010382
217226,S01010383
217227,S01010383
217228,S01010381
217229,S01010381
217230,S01010381
217231,S01010383
217232,S01010384
217233,S01010384
217234,S01010384
217235,S01010384
217236,S01010384
217237,S01010374
217238,S01010389
217239,S01010389
217240,S01010389
217241,S01010392
217242,S01010392
217243,S01010389
217244,S01010392
217245,S01010389
217246,S01010389
217247,S01010392
217248,S01010389
217249,S01010391
217250,S01010396
217251,S01010384
217252,S01010384
217253,S01010381
217254,S01010407
217255,S01010376
217256,S01010274
217257,S01009887
217258,S01010275
217259,S01010276
217260,S01010381
217261,S01010381
217262,S01010381
217263,S01010381
217264,S01010390
217265,S01010393
217266,S01010390
217267,S01010395
217268,S01010395
217269,S01010393
217270,S01010379
217271,S01010291
217272,S01010379
217273,S01010376
217274,S01010376
217275,S01010376
217276,S01010376
217277,S01010371
217278,S01010377
217279,S01010377
217280,S01010377
217281,S01010377
217282,S01010377
217283,S01010377
217284,S01010377
217285,S01010291
217286,S01010379
217287,S01010379
217288,S01010377
217289,S01010379
217290,S01010378
217291,S01010375
217292,S01010375
217293,S01010375
217294,S01010379
217295,S01010378
217296,S01010379
217297,S01010378
217298,S01010378
217299,S01010375
217300,S01010375
217301,S01010407
217302,S01010379
217303,S01010397
217304,S01010380
217305,S01010374
217306,S01010374
217307,S01010407
217308,S01010407
217309,S01009905
217310,S01010275
217311,S01010276
217312,S01010274
217313,S01010308
217314,S01010378
217315,S01010378
217316,S01010406
217317,S01010276
217318,S01010275
217319,S01010398
217320,S01009907
217321,S01010271
217322,S01010406
217323,S01010276
217324,S01010258
217325,S01010474
217326,S01009907
217327,S01010293
217328,S01010376
217329,S01010371
217330,S01010371
217331,S01010371
217332,S01010306
217333,S01010305
217334,S01010370
217335,S01010319
217336,S01010236
217337,S01010236
217338,S01010289
217339,S01010475
217340,S01010305
217341,S01010387
217342,S01010300
217343,S01010436
217344,S01010335
217345,S01010051
217346,S01010135
217347,S01010145
217348,S01010145
217349,S01010144
217350,S01010067
217351,S01010059
217352,S01010180
217353,S01010178
217354,S01010113
217355,S01009895
217356,S01009864
217357,S01009820
217358,S01009824
217359,S01009775
217360,S01010107
217361,S01010215
217362,S01010242
217363,S01010044
217364,S01009860
217365,S01010405
217366,S01010402
217367,S01010367
217368,S01010368
217369,S01010418
217370,S01010364
217371,S01010411
217372,S01010411
217373,S01010453
217374,S01010406
217375,S01010258
217376,S01009905
217377,S01010276
217378,S01010466
217379,S01010399
217380,S01010399
217381,S01010474
217382,S01010306
217383,S01010298
217384,S01010308
217385,S01010308
217386,S01010308
217387,S01010308
217388,S01010306
217389,S01010306
217390,S01010307
217391,S01010305
217392,S01010307
217393,S01010373
217394,S01010373
217395,S01010300
217396,S01010304
217397,S01010318
217398,S01010317
217399,S01010317
217400,S01010317
217401,S01010322
217402,S01010320
217403,S01010320
217404,S01010320
217405,S01010321
217406,S01010319
217407,S01010319
217408,S01010319
217409,S01010250
217410,S01010236
217411,S01010234
217412,S01010250
217413,S01010252
217414,S01010251
217415,S01010250
217416,S01010250
217417,S01010250
217418,S01010249
217419,S01010249
217420,S01010234
217421,S01010053
217422,S01009875
217423,S01009883
217424,S01009891
217425,S01010258
217426,S01010285
217427,S01010258
217428,S01010257
217429,S01010423
217430,S01010258
217431,S01010382
217432,S01010305
217433,S01010307
217434,S01010250
217435,S01010234
217436,S01009909
217437,S01010264
217438,S01010264
217439,S01010263
217440,S01010263
217441,S01010264
217442,S01010264
217443,S01010039
217444,S01010041
217445,S01010041
217446,S01010009
217447,S01010276
217448,S01010039
217449,S01010039
217450,S01010039
217451,S01010267
217452,S01010267
217453,S01010271
217454,S01010273
217455,S01010273
217456,S01010273
217457,S01010296
217458,S01010293
217459,S01010293
217460,S01010293
217461,S01010295
217462,S01010295
217463,S01010296
217464,S01010281
217465,S01010280
217466,S01010280
217467,S01010280
217468,S01010283
217469,S01010283
217470,S01010283
217471,S01010283
217472,S01009869
217473,S01009868
217474,S01009869
217475,S01009863
217476,S01010291
217477,S01010268
217478,S01010300
217479,S01010371
217480,S01010318
217481,S01010322
217482,S01010279
217483,S01010279
217484,S01010235
217485,S01010235
217486,S01010235
217487,S01010235
217488,S01010235
217489,S01010248
217490,S01010292
217491,S01010268
217492,S01010038
217493,S01010260
217494,S01010261
217495,S01010042
217496,S01010042
217497,S01009868
217498,S01009868
217499,S01010385
217500,S01010260
217501,S01010260
217502,S01010260
217503,S01010260
217504,S01010260
217505,S01010260
217506,S01010257
217507,S01010257
217508,S01010257
217509,S01010291
217510,S01010407
217511,S01010407
217512,S01010271
217513,S01010267
217514,S01010275
217515,S01010276
217516,S01010317
217517,S01010300
217518,S01010301
217519,S01010301
217520,S01010301
217521,S01010301
217522,S01010322
217523,S01010321
217524,S01010321
217525,S01010347
217526,S01010222
217527,S01010251
217528,S01010251
217529,S01010251
217530,S01010284
217531,S01010248
217532,S01010284
217533,S01010284
217534,S01010286
217535,S01010286
217536,S01010295
217537,S01010300
217538,S01010270
217539,S01010269
217540,S01010269
217541,S01010269
217542,S01010220
217543,S01010220
217544,S01010220
217545,S01010270
217546,S01010270
217547,S01010270
217548,S01010031
217549,S01010036
217550,S01010036
217551,S01010036
217552,S01010031
217553,S01010031
217554,S01010031
217555,S01010032
217556,S01010036
217557,S01010036
217558,S01010036
217559,S01010032
217560,S01010031
217561,S01010031
217562,S01010034
217563,S01010032
217564,S01010035
217565,S01010028
217566,S01010024
217567,S01010397
217568,S01010380
217569,S01010387
217570,S01010388
217571,S01010387
217572,S01010386
217573,S01010042
217574,S01009882
217575,S01009883
217576,S01010272
217577,S01010272
217578,S01010290
217579,S01010293
217580,S01010266
217581,S01010268
217582,S01010268
217583,S01010266
217584,S01010387
217585,S01010387
217586,S01010387
217587,S01010027
217588,S01010398
217589,S01010398
217590,S01009867
217591,S01009867
217592,S01010286
217593,S01010286
217594,S01010282
217595,S01010286
217596,S01010274
217597,S01010274
217598,S01010274
217599,S01010274
217600,S01010431
217601,S01010429
217602,S01010429
217603,S01010426
217604,S01010422
217605,S01010421
217606,S01010421
217607,S01010329
217608,S01010343
217609,S01010342
217610,S01010061
217611,S01010071
217612,S01010136
217613,S01010193
217614,S01010193
217615,S01010188
217616,S01009917
217617,S01009918
217618,S01009918
217619,S01009916
217620,S01009953
217621,S01009952
217622,S01009952
217623,S01009958
217624,S01009958
217625,S01009959
217626,S01009959
217627,S01009962
217628,S01009964
217629,S01010004
217630,S01010007
217631,S01010007
217632,S01010004
217633,S01010004
217634,S01010012
217635,S01009999
217636,S01010003
217637,S01010001
217638,S01009967
217639,S01010010
217640,S01009967
217641,S01009967
217642,S01010010
217643,S01010010
217644,S01009972
217645,S01009761
217646,S01009821
217647,S01009820
217648,S01009819
217649,S01009772
217680,S01010098
217681,S01010429
217717,S01010126
217718,S01010096
217765,S01009798
217767,S01010094
217769,S01009798
217772,S01010187
217774,S01009795
217820,S01010343
217822,S01010193
217824,S01010191
217826,S01010343
217827,S01010104
217830,S01010136
217831,S01010482
217834,S01010186
217835,S01009952
217836,S01009836
217837,S01009766
217838,S01009766
217839,S01009766
217840,S01009770
217841,S01010094
217842,S01009796
217843,S01010419
217844,S01010419
217845,S01010365
217846,S01010410
217847,S01010466
217848,S01010448
217849,S01010346
217850,S01010201
217851,S01010203
217852,S01010203
217853,S01010349
217854,S01010081
217855,S01009960
217856,S01010004
217857,S01010007
217858,S01009761
217859,S01009816
217860,S01010103
217861,S01010103
217862,S01010102
217863,S01010103
217864,S01010104
217865,S01010414
217866,S01010429
217867,S01010346
217868,S01010188
217869,S01009957
217870,S01009958
217871,S01009958
217872,S01010004
217873,S01009797
217874,S01010096
217875,S01010099
217876,S01009969
217877,S01010487
217879,S01010198
217882,S01010199
217884,S01010338
217887,S01010330
217888,S01010334
217889,S01010120
217890,S01010166
217891,S01009783
217892,S01010337
217893,S01010337
217894,S01010171
217895,S01010195
217896,S01010058
